idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
1227,36,1,1,0,12.0,0,0,1,1,7.0,3.0,0.0,5.072463,40.0,9.5769234,1.0833334
1228,39,1,0,0,11.0,0,0,1,1,11.0,8.0,0.0,4.8309178,40.0,3.2820511,2.3333333
1233,34,2,0,0,15.0,0,0,1,0,6.0,2.0,0.0,4.3558779,37.0,9.5576925,2.75
1238,43,2,1,0,16.0,1,0,1,1,7.0,8.0,,13.016325,10.0,5.9423075,1.5
1241,45,1,0,0,14.0,0,0,1,1,5.0,3.0,0.0,9.6779356,40.0,9.6923075,2.75
1242,37,1,1,0,13.0,0,1,1,0,4.0,3.0,0.0,6.8438005,40.0,7.0384617,4.1666665
1243,44,1,0,0,16.0,1,0,1,1,7.0,4.0,,5.6277308,2.0,14.288462,2.5
1247,35,1,1,0,18.0,1,1,1,1,11.0,1.0,0.0,17.544281,30.0,14.365385,2.5
1248,41,1,1,0,18.0,1,0,1,1,11.0,13.0,1.0,10.845407,36.0,10.692307,5.75
1250,35,2,0,1,17.0,1,0,1,1,12.0,3.0,0.0,6.9645681,40.0,11.346154,3.6666667
1257,41,2,0,1,12.0,0,0,1,1,4.0,2.0,0.0,9.5330076,38.0,20.833334,20.833334
1259,42,1,1,0,12.0,0,0,1,0,8.0,3.0,,8.5284252,40.0,6.25,1.9166666
1263,42,1,1,0,12.0,0,0,0,0,6.0,4.0,0.0,3.5024142,40.0,8.6923075,1.5833334
1264,44,2,0,1,14.0,0,0,1,1,11.0,3.0,0.0,5.4186792,60.0,19.211538,0.0
1266,38,2,1,0,12.0,0,0,1,1,6.0,3.0,0.0,7.6086926,40.0,16.78846,13.333333
1269,36,1,1,0,12.0,0,0,1,0,6.0,3.0,0.0,7.3993516,40.0,16.98077,13.75
1271,42,1,1,0,12.0,0,0,1,0,11.0,8.0,0.0,3.7625415,5.0,6.7884617,0.75
1273,39,1,0,1,12.0,0,0,0,0,9.0,6.0,0.0,3.220612,40.0,1.3141025,0.25
1275,42,2,1,0,12.0,0,0,1,1,11.0,1.0,1.0,8.558774,40.0,16.48077,11.5
1276,38,2,0,0,13.0,0,0,1,1,4.0,6.0,1.0,7.3510447,40.0,16.51923,15.0
1280,35,2,0,1,12.0,0,0,1,1,6.0,4.0,0.0,3.4219003,40.0,8.3782053,1.4166666
1283,42,2,0,1,17.0,1,0,1,1,11.0,13.0,1.0,11.070854,40.0,17.416666,17.416666
1284,34,2,1,0,11.0,0,0,1,0,4.0,5.0,1.0,5.7165852,40.0,12.269231,9.416667
1288,39,1,1,0,18.0,1,0,1,0,11.0,13.0,1.0,8.6714935,50.0,16.916666,16.916666
1289,38,1,0,0,16.0,1,0,1,0,4.0,5.0,0.0,10.719064,48.0,12.410256,9.416667
1292,43,2,0,0,12.0,0,0,1,1,4.0,6.0,0.0,4.0257649,40.0,8.9551287,0.16666667
1304,43,1,1,0,15.0,0,0,1,0,9.0,2.0,0.0,5.5072436,45.0,9.6153851,6.25
1309,42,1,1,0,16.0,1,0,0,0,11.0,3.0,0.0,3.9049909,20.0,12.903847,3.25
1313,41,1,0,0,18.0,1,0,1,0,7.0,2.0,0.0,12.777775,40.0,10.076923,1.6666666
1320,43,1,1,0,12.0,0,0,1,0,11.0,8.0,,4.0257649,3.0,2.5192308,0.0
1322,35,1,1,0,14.0,0,1,0,0,11.0,2.0,0.0,7.4476643,40.0,11.0,0.33333334
1325,35,1,0,0,12.0,0,0,1,0,6.0,3.0,0.0,4.1867933,40.0,8.3269234,0.16666667
1330,41,1,0,0,12.0,0,0,1,0,8.0,3.0,0.0,6.9645681,40.0,10.980769,9.416667
1339,41,1,1,0,12.0,0,0,1,0,5.0,3.0,0.0,8.0515299,30.0,13.884615,10.666667
1340,43,1,1,0,12.0,0,0,1,0,11.0,3.0,,5.8528428,28.0,4.5769229,1.0
1345,36,1,0,0,12.0,0,0,1,0,9.0,2.0,,22.970337,70.0,11.179486,4.5
1349,37,2,0,0,14.0,0,0,1,1,5.0,6.0,1.0,9.0177116,44.0,7.5961537,5.75
1355,35,2,1,0,15.0,0,0,1,0,4.0,2.0,0.0,9.29146,40.0,15.833333,15.833333
1358,42,1,1,0,12.0,0,0,0,0,7.0,4.0,0.0,10.32206,60.0,12.141026,2.0833333
1361,41,1,1,0,17.0,1,0,1,0,4.0,2.0,0.0,17.02898,40.0,17.884615,2.1666667
1362,38,1,1,0,14.0,0,0,1,0,6.0,6.0,0.0,3.220612,16.0,5.2628202,1.0
1364,39,1,1,0,16.0,1,0,1,1,11.0,2.0,0.0,13.937197,50.0,17.153847,3.0
1366,42,1,1,0,12.0,0,0,1,0,6.0,8.0,,3.3444817,33.0,14.339743,1.3333334
1367,43,1,1,0,15.0,0,0,0,0,6.0,3.0,0.0,4.0257649,40.0,13.666667,13.666667
1370,34,1,0,0,15.0,0,0,1,0,7.0,1.0,0.0,8.9049911,40.0,11.288462,11.25
1371,36,1,1,0,14.0,0,0,1,0,6.0,8.0,0.0,8.8566837,35.0,10.5,10.5
1373,43,2,1,0,11.0,0,0,1,1,11.0,3.0,1.0,12.753378,40.0,14.141026,6.8333335
1376,39,2,0,0,12.0,0,0,1,0,7.0,3.0,,5.434783,40.0,13.217948,0.33333334
1379,43,2,0,1,12.0,0,0,1,1,12.0,3.0,0.0,10.12882,40.0,16.442307,10.916667
1380,37,2,0,0,11.0,0,0,1,1,4.0,6.0,1.0,8.0112686,40.0,15.346154,9.75
1381,44,2,1,0,12.0,0,0,1,0,4.0,6.0,1.0,11.272142,40.0,21.0,20.916666
1384,43,1,1,0,12.0,0,0,1,0,6.0,3.0,0.0,3.220612,20.0,5.1730771,2.3333333
1385,38,1,0,0,15.0,0,0,1,0,4.0,2.0,0.0,6.1996756,60.0,12.955129,0.66666669
1386,35,1,1,0,11.0,0,0,1,0,9.0,8.0,,3.7625415,32.0,4.4423075,0.16666667
1389,37,1,1,0,11.0,0,1,0,0,4.0,6.0,,3.0518394,40.0,5.8076925,0.58333331
1394,42,1,0,0,18.0,1,0,1,0,4.0,5.0,1.0,9.5008011,44.0,15.903846,15.083333
1396,41,1,1,0,18.0,1,0,1,0,11.0,13.0,1.0,16.256029,40.0,18.833334,18.833334
1398,36,2,0,0,17.0,1,0,1,1,5.0,3.0,0.0,11.457324,50.0,15.615385,12.833333
1408,37,2,1,0,16.0,1,0,1,1,11.0,13.0,1.0,14.573262,34.0,12.935898,5.8333335
1411,40,1,1,0,12.0,0,1,1,0,11.0,2.0,0.0,3.220612,30.0,16.089743,1.8333334
1415,38,1,1,0,16.0,1,0,1,1,9.0,8.0,,9.6779356,8.0,11.692307,3.9166667
1418,40,1,1,0,12.0,0,0,1,0,4.0,3.0,0.0,5.9259238,40.0,8.8141031,3.75
1420,40,2,0,1,12.0,0,0,1,1,5.0,3.0,1.0,8.8164225,40.0,17.403847,15.083333
1426,37,1,0,1,12.0,0,1,1,1,11.0,1.0,0.0,4.8309178,40.0,5.1858978,3.0
1427,36,1,1,0,12.0,0,0,1,1,7.0,3.0,0.0,4.5813198,40.0,10.621796,3.0
1428,42,1,0,0,18.0,1,0,1,1,11.0,13.0,1.0,19.434166,40.0,15.634616,7.25
1434,42,1,0,0,11.0,0,1,0,0,6.0,8.0,,3.0017905,24.0,2.4294872,0.25
1435,44,1,1,0,15.0,0,1,1,0,11.0,2.0,0.0,8.9049911,40.0,13.698718,2.25
1436,43,1,0,0,16.0,1,1,1,0,11.0,13.0,0.0,4.2592573,40.0,7.7051277,0.91666669
1437,44,1,0,0,18.0,1,0,1,0,11.0,13.0,1.0,13.003217,50.0,8.7115383,4.8333335
1441,39,1,0,0,13.0,0,1,1,1,11.0,3.0,0.0,5.6360707,42.0,15.923077,2.5
1448,37,1,1,0,12.0,0,0,1,0,6.0,2.0,1.0,3.6634455,40.0,7.5384617,2.8333333
1453,39,1,0,0,12.0,0,0,1,0,6.0,2.0,,38.709259,40.0,10.089744,2.75
1462,42,2,0,0,16.0,1,0,1,0,11.0,1.0,0.0,8.6714935,50.0,15.557693,4.3333335
1465,35,1,0,0,12.0,0,0,1,0,12.0,3.0,,6.3365531,40.0,15.012821,1.25
1469,39,1,1,0,12.0,0,0,1,1,8.0,3.0,,4.1806021,15.0,16.846153,0.66666669
1470,36,1,0,1,18.0,1,0,1,1,7.0,2.0,0.0,8.0515299,50.0,11.442307,1.5
1471,35,1,1,0,17.0,1,0,1,0,11.0,1.0,0.0,11.723026,25.0,15.064102,12.75
1475,36,2,1,0,18.0,1,1,1,0,11.0,13.0,0.0,7.7455678,40.0,13.820513,0.0
1478,38,1,1,0,8.0,0,0,1,1,4.0,6.0,,3.3444817,40.0,5.6538463,1.1666666
1479,43,1,1,0,16.0,1,0,1,1,11.0,13.0,0.0,6.634459,35.0,14.852565,13.666667
1480,41,1,0,1,16.0,1,0,1,1,5.0,2.0,0.0,20.644119,45.0,19.051281,9.0
1482,38,1,1,0,12.0,0,0,1,1,7.0,3.0,0.0,5.1046667,23.0,9.9423065,4.0
1484,36,1,1,0,17.0,1,0,1,0,4.0,2.0,0.0,16.256029,40.0,13.903846,7.0833335
1486,40,1,0,1,12.0,0,0,1,0,6.0,3.0,0.0,4.782608,32.0,13.538462,6.4166665
1490,39,1,0,0,18.0,1,0,0,0,12.0,2.0,1.0,13.164245,40.0,16.01923,1.9166666
1492,39,1,0,0,12.0,0,0,0,0,4.0,6.0,1.0,12.007685,40.0,14.403846,0.33333334
1494,38,1,1,0,12.0,0,0,1,0,4.0,6.0,1.0,8.0515299,40.0,16.134615,16.0
1499,35,1,1,0,12.0,0,0,1,0,7.0,3.0,,4.9114323,40.0,13.519231,3.8333333
1500,35,1,1,0,12.0,0,1,1,1,6.0,11.0,,2.801002,40.0,11.929487,1.9166666
1505,43,1,0,0,16.0,1,0,1,1,6.0,2.0,0.0,8.5185146,40.0,18.038462,9.5
1506,38,1,1,0,13.0,0,1,1,1,7.0,3.0,0.0,5.2818017,40.0,6.6282048,1.25
1507,40,1,0,1,18.0,1,1,0,0,4.0,1.0,0.0,10.217388,40.0,14.288462,11.083333
1508,35,1,1,0,17.0,1,0,1,1,11.0,1.0,0.0,10.942026,40.0,14.564102,13.0
1515,44,1,1,0,16.0,1,0,1,0,11.0,3.0,1.0,6.2318821,25.0,4.4038463,2.1666667
1519,44,1,1,0,16.0,1,0,0,0,12.0,3.0,,4.5986619,40.0,8.5769234,0.91666669
1520,41,1,1,0,12.0,0,1,1,1,4.0,2.0,0.0,11.884054,43.0,18.423077,7.1666665
1522,36,1,1,0,12.0,0,0,1,1,8.0,3.0,,5.434783,15.0,5.2307692,0.25
1523,36,1,1,0,12.0,0,0,1,1,7.0,2.0,0.0,6.4412241,40.0,15.878206,12.833333
1525,43,1,1,0,12.0,0,0,1,0,11.0,8.0,,4.4137006,35.0,7.7692308,0.75
1526,42,1,1,0,11.0,0,0,1,0,9.0,7.0,0.0,3.3011258,30.0,2.1217949,0.75
1529,38,1,1,0,13.0,0,0,1,1,11.0,1.0,0.0,5.9983873,40.0,17.134615,5.0
1530,38,1,0,0,10.0,0,0,1,1,6.0,4.0,0.0,11.195651,28.0,6.6346154,4.0
1531,36,1,1,0,10.0,0,0,1,1,4.0,4.0,0.0,2.3027365,35.0,4.0769229,1.4166666
1540,39,1,1,0,12.0,0,1,1,1,11.0,1.0,,9.1973238,16.0,14.057693,5.5833335
1542,43,1,1,0,12.0,0,0,1,1,7.0,3.0,0.0,4.3880816,40.0,14.916666,4.4166665
1543,43,1,1,0,18.0,1,0,0,0,11.0,1.0,1.0,10.450882,40.0,7.0641022,3.8333333
1545,38,1,1,0,16.0,1,0,1,1,11.0,3.0,0.0,4.4202881,7.0,11.038462,1.3333334
1557,39,1,1,0,12.0,0,0,0,0,7.0,3.0,0.0,5.6119142,40.0,13.865385,0.75
1558,36,1,1,0,12.0,0,1,1,1,11.0,3.0,0.0,4.8872786,40.0,13.0,5.8333335
1559,35,1,1,0,12.0,0,0,1,0,4.0,3.0,1.0,6.714973,40.0,17.487177,9.583333
1561,35,1,1,0,14.0,0,0,1,0,8.0,2.0,0.0,7.801928,40.0,11.076923,10.583333
1562,42,1,1,0,14.0,0,1,1,1,11.0,3.0,0.0,6.2238321,55.0,16.442308,4.25
1563,39,1,1,0,18.0,1,0,1,1,11.0,13.0,1.0,6.7069201,60.0,13.435897,2.75
1564,41,1,0,0,16.0,1,1,1,1,6.0,3.0,0.0,6.1594191,40.0,12.576923,6.9166665
1565,39,1,0,0,13.0,0,0,1,0,6.0,2.0,0.0,12.38325,45.0,15.192307,1.4166666
1566,39,2,0,0,14.0,0,0,0,0,11.0,3.0,0.0,4.0257649,40.0,11.128204,3.75
1572,40,1,0,0,12.0,0,0,0,0,4.0,3.0,,4.8274837,40.0,16.48077,9.166667
1577,41,2,1,0,15.0,0,0,1,1,9.0,3.0,0.0,3.2850225,24.0,6.2307696,
1578,37,2,0,0,14.0,0,1,1,1,6.0,4.0,,38.709259,40.0,12.538461,1.5833334
1580,38,1,1,0,12.0,0,0,0,0,7.0,4.0,,5.8528428,50.0,4.4615383,1.25
1582,40,2,1,0,18.0,1,0,1,1,11.0,13.0,1.0,15.09662,40.0,14.166666,8.75
1583,39,2,1,0,17.0,1,0,1,1,11.0,13.0,0.0,6.634459,35.0,16.173077,9.75
1585,36,2,1,0,12.0,0,0,1,0,7.0,3.0,,4.703177,40.0,7.5833335,0.66666669
1588,43,1,1,0,13.0,0,0,0,0,1.0,3.0,0.0,4.0257649,24.0,10.083334,0.16666667
1591,36,1,0,0,14.0,0,0,1,0,4.0,3.0,0.0,6.2640896,42.0,8.9423075,1.5833334
1595,41,1,1,0,14.0,0,0,1,0,7.0,3.0,0.0,7.5362258,38.0,14.980769,7.4166665
1596,39,1,1,0,12.0,0,0,1,1,11.0,3.0,0.0,5.4106259,32.0,20.596153,20.583334
1598,44,1,0,0,12.0,0,0,1,0,6.0,3.0,0.0,3.3977435,36.0,7.5641026,2.0833333
1599,42,1,1,0,16.0,1,1,1,0,11.0,2.0,0.0,12.38325,50.0,18.429485,11.166667
1600,42,1,1,0,11.0,0,0,1,0,9.0,6.0,0.0,3.6231885,53.0,15.198717,3.4166667
1603,45,1,1,0,7.0,0,0,0,0,11.0,8.0,0.0,3.7117529,38.0,3.9102564,1.75
1604,37,1,1,0,12.0,0,0,1,1,6.0,3.0,0.0,3.7037024,40.0,7.0384617,3.5833333
1607,39,1,1,0,14.0,0,0,0,0,3.0,3.0,0.0,8.0515299,38.0,16.346153,1.3333334
1613,38,1,1,0,12.0,0,0,0,0,6.0,2.0,0.0,4.6698866,20.0,8.7820511,2.8333333
1614,42,1,1,0,12.0,0,1,1,1,10.0,3.0,0.0,3.3444817,40.0,3.3910255,1.0
1616,40,1,1,0,15.0,0,0,0,0,11.0,13.0,0.0,7.0048285,22.0,10.423077,6.4166665
1618,34,1,1,0,12.0,0,0,0,0,4.0,6.0,0.0,4.7504005,40.0,10.134616,9.583333
1620,45,1,0,0,12.0,0,0,0,0,11.0,3.0,,2.4916961,5.0,9.2884617,
1622,37,1,1,0,16.0,1,0,0,0,11.0,13.0,1.0,3.3091762,20.0,14.038462,1.5833334
1623,41,1,1,0,12.0,0,0,0,0,6.0,2.0,0.0,4.5491123,40.0,9.6153851,6.0
1624,39,1,1,0,16.0,1,0,0,0,6.0,3.0,0.0,10.732684,15.0,10.576923,2.4166667
1625,37,1,1,0,16.0,1,0,0,0,,1.0,0.0,6.0869551,40.0,8.5705128,0.83333331
1626,35,1,0,0,12.0,0,0,0,0,4.0,6.0,0.0,3.9855046,45.0,15.923077,10.25
1628,35,1,0,1,12.0,0,0,1,0,6.0,3.0,1.0,6.6889634,10.0,7.9807692,2.0
1630,39,1,0,0,12.0,0,0,0,0,7.0,8.0,,3.3444817,3.0,12.134615,5.0
1631,39,1,1,0,13.0,0,0,1,0,6.0,3.0,0.0,4.2270532,32.0,10.615384,3.6666667
1635,44,1,0,0,12.0,0,0,0,0,6.0,3.0,0.0,3.220612,24.0,8.0705128,2.6666667
1636,40,1,1,0,12.0,0,0,0,0,6.0,8.0,0.0,4.2270532,8.0,9.7628202,0.58333331
1638,41,1,1,0,13.0,0,0,0,0,6.0,4.0,0.0,3.8727839,26.0,7.6474361,4.3333335
1641,36,1,1,0,16.0,1,0,1,1,9.0,8.0,,3.0518394,15.0,10.980769,0.91666669
1644,36,1,1,0,16.0,1,0,0,0,12.0,1.0,0.0,9.3719788,38.0,18.26923,14.833333
1645,35,1,1,0,12.0,0,0,0,0,11.0,3.0,0.0,3.7198057,40.0,10.692307,4.6666665
1646,37,1,0,1,12.0,0,0,0,0,9.0,7.0,0.0,2.6570041,35.0,11.288462,3.4166667
1647,37,1,1,0,12.0,0,0,1,0,6.0,4.0,0.0,3.9855046,20.0,6.9230771,3.75
1648,35,1,1,0,16.0,1,0,0,0,11.0,13.0,1.0,8.9049911,40.0,14.826922,8.833333
1649,42,1,1,0,16.0,1,1,1,0,8.0,1.0,,13.377926,36.0,16.038462,2.6666667
1650,40,1,0,0,11.0,0,0,0,0,6.0,10.0,0.0,2.8582926,40.0,2.6730769,0.16666667
1651,41,1,1,0,15.0,0,0,0,0,11.0,8.0,,5.3511686,20.0,12.660256,0.33333334
1653,35,1,1,0,12.0,0,0,1,0,11.0,2.0,0.0,9.7342978,50.0,16.070513,10.5
1654,38,1,1,0,16.0,1,1,1,0,8.0,13.0,0.0,10.217388,50.0,16.833334,3.0
1655,40,1,1,0,13.0,0,0,1,0,12.0,2.0,1.0,13.969397,45.0,19.551283,19.5
1656,40,1,0,1,12.0,0,0,1,1,11.0,8.0,1.0,6.779387,40.0,19.666666,19.666666
1659,41,1,0,1,17.0,1,0,1,1,11.0,1.0,0.0,12.971002,40.0,16.320513,4.5
1664,38,1,1,0,17.0,1,0,1,1,6.0,2.0,0.0,20.644119,60.0,13.467948,8.333333
1669,35,1,1,0,14.0,0,0,0,0,11.0,1.0,0.0,10.104667,36.0,16.064102,13.416667
1671,35,1,0,1,9.0,0,0,0,0,9.0,8.0,0.0,3.3444817,32.0,1.3269231,0.083333336
1674,42,1,1,0,12.0,0,0,1,1,12.0,2.0,0.0,6.5780983,40.0,15.173077,3.75
1675,42,1,0,0,12.0,0,0,0,0,6.0,3.0,0.0,4.8309178,40.0,10.826923,9.833333
1683,35,1,1,0,17.0,1,0,1,0,11.0,3.0,0.0,18.196449,2.0,11.807693,3.3333333
1686,35,1,1,0,14.0,0,0,0,0,11.0,1.0,0.0,6.4412241,2.0,8.6923075,6.0833335
1688,36,1,0,0,12.0,0,0,0,0,11.0,8.0,,5.0167227,32.0,9.1923075,3.5
1689,39,1,0,0,12.0,0,0,0,0,4.0,6.0,,2.801002,40.0,13.75,0.41666666
1690,37,1,1,0,12.0,0,0,0,0,6.0,2.0,,3.3444817,30.0,12.115385,2.8333333
1691,35,1,1,0,12.0,0,0,0,0,11.0,1.0,0.0,5.9178729,38.0,18.73077,11.75
1693,40,1,1,0,12.0,0,0,0,0,11.0,13.0,0.0,5.072463,30.0,8.7564106,1.75
1697,37,1,1,0,12.0,0,0,0,0,6.0,2.0,,3.0991251,60.0,14.448719,1.75
1701,36,1,1,0,11.0,0,0,1,0,3.0,3.0,0.0,5.2334948,40.0,10.153846,0.75
1702,35,1,1,0,12.0,0,0,0,0,6.0,3.0,,2.801002,30.0,6.5769234,0.16666667
1703,45,1,0,0,13.0,0,0,1,1,7.0,3.0,0.0,4.8792253,40.0,12.961538,1.75
1707,38,1,1,0,9.0,0,0,0,0,4.0,6.0,0.0,7.1497569,39.0,11.461538,4.4166665
1710,40,1,0,0,18.0,1,0,0,0,11.0,1.0,0.0,8.5990286,45.0,14.833333,14.833333
1712,40,1,1,0,13.0,0,0,0,0,4.0,6.0,0.0,3.6634455,40.0,8.8269234,2.4166667
1713,38,1,1,0,8.0,0,0,1,1,6.0,8.0,,6.0386477,40.0,6.3461537,1.5833334
1714,35,1,1,0,14.0,0,0,0,0,7.0,3.0,,5.7483277,40.0,13.173077,6.9166665
1716,35,1,1,0,16.0,1,0,1,1,11.0,1.0,,6.6889634,40.0,14.97436,7.8333335
1719,39,1,1,0,14.0,0,0,1,0,11.0,1.0,0.0,11.924314,50.0,18.25,15.833333
1721,40,1,1,0,13.0,0,0,0,0,6.0,3.0,0.0,4.5088553,42.0,17.358974,5.0
1724,40,1,1,0,18.0,1,0,1,0,11.0,13.0,0.0,12.222217,38.0,17.673077,9.25
1725,42,1,1,0,16.0,1,0,1,0,7.0,2.0,0.0,15.48309,40.0,19.442307,6.3333335
1729,38,1,1,0,15.0,0,0,0,0,11.0,2.0,0.0,3.8244765,40.0,11.884616,4.0833335
1732,34,1,0,0,12.0,0,0,0,0,6.0,3.0,,2.8180354,32.0,6.5320511,0.33333334
1737,41,1,0,0,12.0,0,0,0,0,7.0,3.0,0.0,4.7504005,37.0,15.557693,10.416667
1738,40,1,1,0,12.0,0,0,0,0,11.0,8.0,0.0,3.5829282,20.0,14.910255,1.75
1740,44,1,1,0,12.0,0,0,0,0,12.0,8.0,0.0,3.6231885,15.0,13.461538,5.8333335
1742,39,1,0,0,18.0,1,0,1,0,11.0,3.0,,8.3612032,20.0,15.378205,0.91666669
1743,41,1,1,0,12.0,0,1,1,0,4.0,2.0,0.0,8.4460526,55.0,16.826923,3.75
1746,42,1,0,0,12.0,0,0,1,0,6.0,2.0,0.0,17.665049,40.0,18.23077,5.25
1748,43,1,0,1,16.0,1,0,0,0,11.0,13.0,1.0,8.3574867,50.0,20.333334,20.333334
1749,36,1,1,0,12.0,0,0,1,0,11.0,3.0,0.0,5.2495947,23.0,4.4807692,2.75
1750,44,1,1,0,12.0,0,0,1,0,6.0,2.0,0.0,6.8840547,45.0,4.9358974,1.5
1752,34,1,1,0,14.0,0,0,1,0,11.0,8.0,,4.8309178,20.0,7.1217947,0.75
1754,42,1,1,0,16.0,1,1,1,0,12.0,1.0,0.0,10.483089,35.0,12.942307,5.0833335
1755,35,1,1,0,12.0,0,0,0,0,6.0,3.0,0.0,5.6360707,40.0,11.192307,8.833333
1758,40,1,1,0,12.0,0,1,1,1,12.0,2.0,0.0,7.3510447,40.0,12.538462,5.8333335
1759,40,1,1,0,12.0,0,0,0,0,4.0,5.0,0.0,5.2737517,50.0,8.2756405,4.25
1760,36,1,1,0,16.0,1,0,0,0,11.0,1.0,0.0,8.9882946,40.0,11.769231,0.5
1761,36,1,0,1,17.0,1,0,0,0,11.0,13.0,1.0,4.9033785,55.0,13.916667,13.916667
1762,38,1,0,0,12.0,0,0,0,0,6.0,5.0,0.0,3.7922699,35.0,7.8846149,2.6666667
1763,39,1,0,1,18.0,1,0,1,0,8.0,4.0,0.0,4.0257649,20.0,16.634615,0.0
1764,38,1,1,0,12.0,0,0,0,0,4.0,6.0,1.0,11.151368,40.0,13.038462,4.1666665
1765,43,1,1,0,12.0,0,0,0,0,4.0,6.0,0.0,4.6698866,32.0,12.211538,8.75
1767,36,1,1,0,17.0,1,0,1,0,,,0.0,3.0193238,16.0,6.1602569,3.25
1769,38,1,0,1,14.0,0,0,0,0,4.0,3.0,0.0,12.38325,40.0,20.833334,20.833334
1770,37,1,1,0,12.0,0,0,0,0,4.0,6.0,1.0,5.8615127,40.0,17.903847,17.75
1776,38,1,1,0,15.0,0,0,0,0,12.0,6.0,,40.198082,40.0,15.711538,7.1666665
1777,40,1,1,0,11.0,0,0,0,0,4.0,3.0,1.0,13.550715,40.0,16.583334,16.583334
1778,44,1,1,0,12.0,0,0,0,0,4.0,5.0,1.0,10.628017,48.0,19.833334,19.833334
1779,38,1,1,0,16.0,1,0,0,0,6.0,3.0,0.0,5.6763277,30.0,14.75,14.75
1780,43,1,1,0,12.0,0,0,0,0,,6.0,1.0,11.851846,48.0,20.391026,16.5
1784,35,2,0,0,14.0,0,0,1,0,4.0,2.0,0.0,9.6779356,40.0,14.519232,4.4166665
1785,39,2,0,1,11.0,0,0,0,0,4.0,6.0,0.0,4.2270532,40.0,15.647435,7.6666665
1786,43,1,1,0,12.0,0,0,1,0,4.0,3.0,0.0,4.790658,40.0,7.7179484,1.9166666
1787,38,1,1,0,12.0,0,0,1,0,11.0,8.0,0.0,4.7262473,35.0,7.8269229,1.5
1788,37,1,1,0,12.0,0,0,0,0,6.0,4.0,0.0,2.777777,20.0,5.3525643,0.75
1790,40,1,1,0,12.0,0,0,1,0,6.0,3.0,,3.5842295,15.0,8.0897436,0.58333331
1791,34,1,0,0,12.0,0,0,1,0,6.0,8.0,,2.090301,40.0,13.551281,7.1666665
1792,35,1,0,0,12.0,0,0,1,0,6.0,4.0,0.0,3.260869,26.0,6.0576925,1.8333334
1796,36,1,1,0,12.0,0,0,1,0,6.0,8.0,0.0,3.0193238,40.0,8.6923075,1.3333334
1801,39,1,1,0,12.0,0,0,0,0,11.0,8.0,0.0,7.21417,24.0,17.02564,0.0
1802,36,1,1,0,12.0,0,0,0,0,11.0,3.0,0.0,6.4814782,46.0,18.846153,13.666667
1804,41,1,1,0,13.0,0,0,0,0,6.0,3.0,,40.198082,40.0,10.198719,2.1666667
1805,40,1,1,0,16.0,1,0,0,0,11.0,1.0,0.0,10.772943,35.0,15.993589,0.0
1807,38,1,1,0,16.0,1,0,0,0,11.0,1.0,1.0,10.257647,40.0,16.576923,3.75
1810,36,1,1,0,15.0,1,0,0,0,11.0,1.0,0.0,10.958127,24.0,15.02564,15.0
1814,42,1,1,0,13.0,0,1,1,0,5.0,3.0,0.0,8.2850199,40.0,7.7884612,4.8333335
1815,45,1,0,0,12.0,0,0,1,1,4.0,3.0,0.0,6.1916251,45.0,13.25,2.1666667
1817,36,1,1,0,12.0,0,0,1,1,4.0,6.0,1.0,7.5281787,40.0,17.75,17.75
1818,41,1,0,0,12.0,0,0,0,0,11.0,3.0,0.0,5.4186792,40.0,10.134615,6.9166665
1819,43,1,0,0,12.0,0,0,1,1,6.0,4.0,1.0,5.6360707,40.0,13.884615,13.833333
1822,45,1,0,0,14.0,0,0,1,1,12.0,3.0,0.0,8.9049911,40.0,21.083334,21.083334
1823,36,1,1,0,16.0,1,0,1,0,11.0,8.0,0.0,9.8550701,40.0,11.384615,8.833333
1825,44,1,1,0,12.0,0,0,1,1,7.0,4.0,0.0,3.220612,33.0,9.0769234,0.083333336
1826,39,1,1,0,12.0,0,0,1,0,7.0,3.0,0.0,5.4186792,40.0,11.532051,4.5833335
1827,38,1,1,0,18.0,1,0,1,0,11.0,1.0,1.0,9.2995138,40.0,10.897436,3.8333333
1828,37,1,1,0,12.0,0,0,1,0,4.0,6.0,0.0,9.6135225,44.0,15.903846,15.833333
1829,41,1,1,0,12.0,0,0,1,0,3.0,11.0,0.0,5.8051524,8.0,6.0576925,1.4166666
1830,39,1,1,0,18.0,1,0,1,0,11.0,13.0,1.0,10.644117,48.0,16.98077,8.583333
1831,41,1,0,0,12.0,0,1,0,0,,8.0,,1.6806006,30.0,6.5769234,1.5833334
1833,38,1,0,1,13.0,0,0,1,0,7.0,2.0,0.0,10.483089,48.0,17.75,6.1666665
1842,44,2,1,0,12.0,0,0,1,1,11.0,3.0,0.0,6.9887218,40.0,16.326923,8.666667
1843,43,2,0,1,12.0,0,0,1,0,4.0,6.0,0.0,5.0322061,40.0,18.801283,13.5
1845,40,2,1,0,11.0,0,0,1,0,11.0,8.0,0.0,4.2270532,44.0,8.5128212,1.25
1847,40,2,0,0,11.0,0,0,1,0,6.0,5.0,0.0,2.777777,40.0,3.4615383,0.66666669
1853,36,1,1,0,11.0,0,1,1,1,7.0,2.0,0.0,7.737515,50.0,8.9294872,8.916667
1854,35,1,1,0,14.0,0,1,1,0,11.0,8.0,0.0,3.0100322,30.0,3.3653846,0.66666669
