arrests,countyid,density,popul,perc1019,perc2029,percblack,percmale,rpcincmaint,rpcpersinc,rpcunemins,year,murders,murdrate,arrestrate,statefips,countyfips,execs,lpopul,execrate
7,6045,21.46,75312,14.07,13.05,0.62,41.73,342.32,12005.84,84.48,1987,5,0.6639048,0.9294668,6,45,0,11.22939,0.0
5,6045,21.79,76480,14.11,12.48,0.62,41.73,364.63,12025.04,80.37,1988,6,0.7845188,0.6537657,6,45,0,11.24478,0.0
5,6045,22.35,78432,14.15,11.98,0.65,41.73,380.1,12486.71,71.02,1989,7,0.8924928,0.6374949,6,45,0,11.26999,0.0
13,6045,22.76,79872,14.06,11.52,0.65,41.6,389.89,12399.23,93.45,1990,8,1.001603,1.627604,6,45,0,11.28818,0.0
3,6045,23.17,81312,13.99,11.09,0.65,41.52,413.24,12061.82,133.59,1991,1,0.1229831,0.3689492,6,45,0,11.30605,0.0
13,6045,23.6,82816,13.93,10.67,0.65,41.42,432.79,12239.35,197.5,1992,6,0.7244977,1.569745,6,45,0,11.32438,0.0
0,6045,23.33982,81906,14.06857,10.26054,0.6629551,49.97924,433.884,12440.78,184.764,1993,9,1.098821,0,6,45,0,11.31333,0.0
6,6045,23.41106,82156,14.18764,9.799649,0.6633721,50.03165,436.05,12649.5,113.4,1994,6,0.730318,0.7303179,6,45,0,11.31637,0.0
6,6045,23.60369,82832,14.34953,9.427516,0.6688237,50.07244,432.304,12809.06,98.4,1995,3,0.3621789,0.7243577,6,45,0,11.32457,0.0
5,6045,23.73648,83298,14.50215,9.168287,0.6734856,50.10805,440.858,13238.5,89.32,1996,5,0.6002545,0.6002545,6,45,0,11.33018,0.0
9,6047,70.32,135648,18.6,19.01,5.15,40.92,348.7,11233.88,105.7,1980,10,0.7372022,0.663482,6,47,0,11.81782,0.0
13,6047,72.38,139616,18.24,19.09,5.12,40.95,340.38,9961.05,105.41,1981,12,0.8595003,0.9311254,6,47,0,11.84665,0.0
7,6047,74.01,142752,17.8,19.1,5.09,40.83,359.14,9735.2,121.09,1982,5,0.3502578,0.4903609,6,47,0,11.86886,0.0
6,6047,76.55,147648,17.39,18.99,5.06,40.65,382.14,9406.13,130.39,1983,8,0.5418292,0.4063719,6,47,0,11.90259,0.0
7,6047,78.47,151360,16.95,18.83,5.03,40.54,388.24,10259.63,101.87,1984,9,0.5946089,0.4624736,6,47,0,11.92742,0.0
14,6047,80.83,155904,16.69,18.55,5.0,40.4,401.82,10438.14,136.42,1985,13,0.8338464,0.8979885,6,47,0,11.957,0.0
10,6047,82.42,158976,16.51,18.15,4.97,40.27,427.28,10913.09,140.6,1986,11,0.6919283,0.6290258,6,47,0,11.97651,0.0
13,6047,84.48,162944,16.48,17.67,4.95,40.18,439.12,11051.04,105.6,1987,8,0.4909662,0.7978201,6,47,0,12.00116,0.0
6,6047,86.96,167744,16.48,17.24,4.94,40.05,439.92,10888.86,97.29,1988,5,0.2980733,0.3576879,6,47,0,12.03019,0.0
12,6047,89.67,172960,16.47,16.93,4.93,39.94,461.6,11102.7,92,1989,9,0.5203515,0.6938021,6,47,0,12.06082,0.0
12,6047,92.84,179072,16.35,16.44,4.94,39.69,481.05,10926.22,117.2,1990,15,0.8376519,0.6701215,6,47,0,12.09554,0.0
12,6047,95.99,185152,16.27,16.0,4.94,39.48,499.12,10449.22,154.87,1991,7,0.3780678,0.6481161,6,47,0,12.12893,0.0
9,6047,99.34,191616,16.17,15.57,4.94,39.27,546.16,10655.78,226.73,1992,11,0.5740648,0.4696894,6,47,0,12.16325,0.0
26,6047,99.6537,192221,16.36294,15.01085,4.916216,50.64431,543.22,10900.38,222.824,1993,21,1.092492,1.35261,6,47,0,12.1664,0.0
9,6047,101.8265,196412,16.4715,14.37998,4.87903,50.65729,551.475,10557.67,145.125,1994,16,0.8146142,0.4582205,6,47,0,12.18797,0.0
10,6047,99.93003,192754,16.60095,13.74913,4.837772,50.62671,562.848,10171.28,133.824,1995,11,0.5706756,0.518796,6,47,0,12.16917,0.0
10,6047,99.70036,192311,16.71615,13.38301,4.790678,50.65857,565.268,10886.83,126.962,1996,8,0.4159929,0.519991,6,47,1,12.16687,0.0519991
2,6049,2.2,8684,16.28,13.21,0.17,42.56,266.08,15087.87,121.5,1980,2,2.303086,2.303086,6,49,0,9.069238,0.0
0,6049,2.28,8990,16.0,13.14,0.26,42.74,254.74,11345.63,139.45,1981,0,0.0,0,6,49,0,9.103868,0.0
3,6049,2.35,9268,15.66,13.01,0.29,42.83,264.96,10995.84,158.35,1982,2,2.157963,3.236944,6,49,0,9.134323,0.0
1,6049,2.4,9466,15.29,12.8,0.38,42.86,271.81,11165.39,165.49,1983,0,0.0,1.056412,6,49,0,9.155461,0.0
8,6049,2.44,9630,14.94,12.47,0.44,42.92,303.68,11492.59,147.03,1984,1,1.038422,8.307373,6,49,0,9.172639,0.0
2,6049,2.41,9500,14.72,12.12,0.54,42.95,318.3,10259.04,111.36,1985,1,1.052632,2.105263,6,49,0,9.159047,0.0
3,6049,2.38,9370,14.53,11.71,0.61,43.07,346.94,10389.94,103.17,1986,2,2.134472,3.201707,6,49,0,9.145268,0.0
2,6049,2.37,9350,14.54,11.18,0.66,43.19,375.76,10733.36,79.2,1987,1,1.069519,2.139037,6,49,0,9.143131,0.0
0,6049,2.37,9360,14.5,10.72,0.76,43.22,395.93,11055.52,71.06,1988,1,1.068376,0,6,49,0,9.1442,0.0
2,6049,2.45,9662,14.51,10.33,0.8,43.29,401.08,11419.85,74.24,1989,1,1.034982,2.069965,6,49,0,9.175956,0.0
0,6049,2.47,9728,14.46,9.95,0.81,43.21,425.9,10970.65,94.98,1990,1,1.027961,0,6,49,0,9.182764,0.0
0,6049,2.48,9794,14.41,9.59,0.82,43.19,464.62,10463.9,127.72,1991,0,0.0,0,6,49,0,9.189526,0.0
5,6049,2.5,9866,14.36,9.23,0.83,43.09,494.82,10430.48,153.29,1992,2,2.027164,5.06791,6,49,0,9.19685,0.0
1,6049,2.436389,9610,14.48491,8.720083,0.7908429,51.0718,492.012,11431.15,161.928,1993,0,0.0,1.040583,6,49,0,9.17056,0.0
1,6049,2.461234,9708,14.58591,8.312732,0.7931603,51.18459,484.65,10625.85,108.675,1994,0,0.0,1.030078,6,49,0,9.180706,0.0
0,6049,2.435882,9608,14.7169,7.941299,0.8118235,51.20733,475.6,9910.192,102.336,1995,0,0.0,0,6,49,0,9.170351,0.0
2,6049,2.457431,9693,14.73228,7.747859,0.7943877,51.40823,467.654,9406.034,88.682,1996,0,0.0,2.063345,6,49,0,9.179159,0.0
2,6051,2.84,8650,15.24,29.2,0.2,47.81,106.92,13067.32,109.35,1980,2,2.312139,2.312139,6,51,0,9.065314,0.0
3,6051,2.93,8914,14.59,28.46,0.21,47.77,92.23,12578.69,85.64,1981,0,0.0,3.365492,6,51,0,9.095378,0.0
3,6051,3.05,9280,13.98,27.59,0.24,47.6,72.45,12694.27,152.14,1982,0,0.0,3.232759,6,51,0,9.135617,0.0
0,6051,3.03,9222,13.33,26.61,0.3,47.4,72.22,12393.06,191.57,1983,0,0.0,0,6,51,0,9.129347,0.0
1,6051,2.89,8790,12.75,25.54,0.32,47.26,75.92,12766.88,124.93,1984,0,0.0,1.137656,6,51,0,9.08137,0.0
1,6051,2.89,8804,12.34,24.34,0.41,47.08,81.66,13179.45,105.79,1985,0,0.0,1.135847,6,51,0,9.082961,0.0
1,6051,2.89,8796,12.01,23.0,0.41,46.94,97.69,13683.13,99.52,1986,0,0.0,1.13688,6,51,0,9.082052,0.0
0,6051,2.93,8914,11.74,21.62,0.42,46.75,110,13371.59,76.56,1987,0,0.0,0,6,51,0,9.095378,0.0
0,6051,2.98,9070,11.45,20.3,0.45,46.55,119.29,13960.69,54.14,1988,0,0.0,0,6,51,0,9.112727,0.0
0,6051,3.12,9512,11.22,19.14,0.49,46.39,129.93,14361.37,50.84,1989,0,0.0,0,6,51,0,9.16031,0.0
0,6051,3.14,9566,11.05,18.32,0.49,46.18,127.16,13533.69,83.49,1990,0,0.0,0,6,51,0,9.165971,0.0
0,6051,3.16,9620,10.88,17.53,0.48,45.99,159.28,13079.14,170.29,1991,0,0.0,0,6,51,0,9.171599,0.0
0,6051,3.18,9682,10.72,16.75,0.47,45.77,178.96,13628.28,209.62,1992,0,0.0,0,6,51,0,9.178023,0.0
1,6051,3.386122,10309,10.9516,16.02483,0.3589097,54.17596,153.624,13464.94,185.456,1993,1,0.9700262,0.9700261,6,51,0,9.240772,0.0
0,6051,3.488274,10620,11.01695,16.12994,0.5178908,54.7646,162,13026.15,140.4,1994,0,0.0,0,6,51,0,9.270494,0.0
0,6051,3.465281,10550,11.29858,14.99526,0.3601896,54.33175,144.32,13063.58,129.232,1995,0,0.0,0,6,51,0,9.263881,0.0
1,6051,3.447873,10497,11.3842,14.62323,0.3905878,54.37744,157.586,13195.12,125.048,1996,1,0.9526531,0.9526531,6,51,0,9.258844,0.0
33,6053,87.97,292224,16.83,21.75,6.65,43.17,208.98,13254.43,156.73,1980,24,0.8212878,1.129271,6,53,0,12.58528,0.0
28,6053,90.2,299648,16.43,21.92,6.66,43.32,203.13,13395.59,131.76,1981,33,1.101292,0.9344297,6,53,0,12.61036,0.0
37,6053,92.17,306176,15.96,21.99,6.67,43.34,179.05,13028.58,127.3,1982,29,0.9471676,1.208455,6,53,0,12.63192,0.0
23,6053,94.42,313664,15.5,21.94,6.68,43.31,176.53,13832.37,149.45,1983,13,0.4144562,0.7332687,6,53,0,12.65608,0.0
30,6053,96.75,321408,15.05,21.85,6.68,43.31,168.17,13833.59,115.32,1984,22,0.6844882,0.9333931,6,53,0,12.68047,0.0
20,6053,98.76,328064,14.76,21.59,6.68,43.36,167.04,14025.79,114.14,1985,26,0.7925283,0.6096371,6,53,0,12.70096,0.0
23,6053,101.09,335808,14.55,21.2,6.67,43.35,174.38,14620.78,118.69,1986,25,0.744473,0.6849152,6,53,0,12.72429,0.0
27,6053,102.73,341248,14.48,20.74,6.67,43.34,177.76,14669.59,90.64,1987,15,0.439563,0.7912135,6,53,0,12.74037,0.0
11,6053,104.13,345920,14.4,20.3,6.68,43.3,181.89,14700.09,82.91,1988,12,0.346901,0.3179926,6,53,0,12.75396,0.0
14,6053,105.31,349824,14.33,20.01,6.69,43.3,188.03,14663.99,77.47,1989,26,0.7432309,0.4002012,6,53,0,12.76519,0.0
25,6053,107.31,356480,14.18,19.48,6.68,43.05,202.99,14946.95,104.18,1990,28,0.7854578,0.7013016,6,53,0,12.78403,0.0
22,6053,109.31,363136,14.06,18.99,6.67,42.88,219.47,14498.7,135.79,1991,25,0.6884473,0.6058336,6,53,0,12.80253,0.0
18,6053,111.43,370176,13.93,18.5,6.66,42.66,237.43,15051.43,196.07,1992,33,0.8914679,0.4862552,6,53,0,12.82173,0.0
26,6053,105.9426,351935,13.85,16.74855,6.108799,50.97419,244.276,15153.42,204.832,1993,32,0.9092588,0.7387728,6,53,0,12.7712,0.0
45,6053,100.1872,332816,13.94795,16.19664,6.08234,51.05373,269.325,15730.2,148.5,1994,40,1.201865,1.352098,6,53,0,12.71535,0.0
37,6053,100.6839,334466,14.07856,15.68829,6.011374,51.06647,274.208,16124.48,128.576,1995,26,0.7773585,1.106241,6,53,0,12.72029,0.0
37,6053,102.0629,339047,14.20688,15.29021,5.950502,51.09085,271.788,15970.42,114.84,1996,23,0.678372,1.091294,6,53,0,12.73389,0.0
5,6055,131.8,99360,16.22,16.0,0.91,43.17,181.03,14024.74,82.62,1980,6,0.6038647,0.5032206,6,55,0,11.50651,0.0
4,6055,132.2,99664,15.69,16.06,0.94,43.2,170.19,14284.98,69.17,1981,5,0.5016857,0.4013485,6,55,0,11.50956,0.0
4,6055,134.2,101168,15.13,16.05,0.96,43.15,165.6,14224,95.22,1982,3,0.2965364,0.3953819,6,55,0,11.52454,0.0
5,6055,134.69,101536,14.55,15.93,0.98,43.04,165.49,14494.35,109.33,1983,4,0.3939489,0.4924362,6,55,0,11.52817,0.0
7,6055,135.18,101904,13.99,15.76,0.99,42.98,158.56,15017.55,74.96,1984,5,0.4906579,0.6869211,6,55,0,11.53179,0.0
6,6055,136.64,103008,13.57,15.48,1.01,42.9,159.62,15606.17,74.24,1985,4,0.3883193,0.5824791,6,55,0,11.54256,0.0
5,6055,138.27,104240,13.25,15.12,1.03,42.84,153.38,16258.7,74.87,1986,6,0.5755948,0.4796623,6,55,0,11.55445,0.0
0,6055,139.29,105008,13.03,14.68,1.05,42.77,152.24,16206.08,56.32,1987,2,0.1904617,0,6,55,0,11.56179,0.0
5,6055,140.78,106128,12.81,14.25,1.07,42.71,164.97,16639.97,49.07,1988,6,0.5653551,0.4711292,6,55,0,11.5724,0.0
3,6055,144.13,108656,12.6,13.95,1.09,42.65,171.08,17337.58,46,1989,5,0.4601679,0.2761007,6,55,0,11.59594,0.0
4,6055,146.21,110224,12.43,13.54,1.11,42.57,173.12,17398.92,60.51,1990,5,0.4536217,0.3628974,6,55,0,11.61027,0.0
2,6055,148.31,111808,12.26,13.15,1.12,42.44,178.36,17293.77,85.14,1991,5,0.4471952,0.1788781,6,55,0,11.62454,0.0
3,6055,150.52,113472,12.11,12.76,1.13,42.34,186.81,17366.53,132.62,1992,6,0.5287648,0.2643824,6,55,0,11.63931,0.0
3,6055,151.9019,114513,12.30166,12.26498,1.081973,49.58476,188.916,17760.87,141.168,1993,4,0.3493053,0.261979,6,55,0,11.64844,0.0
0,6055,153.2881,115558,12.3981,11.77937,1.058343,49.58289,191.025,17905.72,88.425,1994,2,0.1730733,0,6,55,0,11.65753,0.0
0,6055,153.8147,115955,12.54538,11.39235,1.055582,49.61666,196.8,18200.72,70.848,1995,2,0.1724807,0,6,55,0,11.66096,0.0
0,6055,154.5535,116512,12.62703,11.07182,1.066843,49.75453,188.21,18716.37,66.352,1996,0,0.0,0,6,55,0,11.66575,0.0
4,6057,54.91,52584,15.05,13.62,0.14,42.83,183.46,11502.4,112.99,1980,3,0.5705158,0.7606877,6,57,0,10.87017,0.0
2,6057,58.64,56160,14.6,13.17,0.16,42.79,177.88,11037.09,105.41,1981,6,1.068376,0.3561254,6,57,0,10.93596,0.0
4,6057,61.7,59088,14.13,12.73,0.17,42.65,188.37,10509.38,127.3,1982,4,0.6769564,0.6769564,6,57,0,10.98678,0.0
3,6057,63.47,60784,13.66,12.22,0.18,42.52,194.58,11002.91,110.33,1983,2,0.329034,0.493551,6,57,0,11.01508,0.0
4,6057,65.6,62824,13.22,11.71,0.19,42.44,180.67,11930.81,74.96,1984,7,1.114224,0.6366993,6,57,0,11.04809,0.0
1,6057,68.17,65280,12.9,11.15,0.21,42.33,175.39,12235.68,71.46,1985,6,0.9191176,0.1531863,6,57,0,11.08644,0.0
9,6057,70.71,67712,12.67,10.56,0.21,42.23,174.38,12983.77,66.65,1986,5,0.7384216,1.329159,6,57,0,11.12302,0.0
5,6057,73.66,70544,12.58,9.97,0.22,42.2,173.36,12954.48,51.04,1987,4,0.567022,0.7087775,6,57,0,11.16399,0.0
5,6057,76.6,73360,12.53,9.43,0.22,42.1,165.82,13298.27,49.07,1988,2,0.2726281,0.6815703,6,57,0,11.20313,0.0
3,6057,79.49,76128,12.5,8.97,0.23,42.03,160.59,13558.41,43.58,1989,1,0.1313577,0.3940731,6,57,0,11.24017,0.0
1,6057,82.25,78768,12.43,8.58,0.23,41.95,161.63,13804.09,52.85,1990,0,0.0,0.1269551,6,57,0,11.27426,0.0
3,6057,85.01,81408,12.36,8.21,0.23,41.85,168.82,13370.54,80.01,1991,2,0.2456761,0.3685142,6,57,0,11.30723,0.0
8,6057,87.9,84176,12.29,7.85,0.23,41.76,186.81,13407.25,131.19,1992,2,0.2375974,0.9503897,6,57,0,11.34066,0.0
5,6057,88.09945,84369,12.40977,7.412675,0.2192748,49.26217,188.916,13611.64,130.788,1993,6,0.7111617,0.5926347,6,57,0,11.34296,0.0
5,6057,89.62714,85832,12.48485,7.010206,0.2260229,49.28581,179.55,13726.8,81.675,1994,2,0.2330133,0.5825333,6,57,0,11.36015,0.0
5,6057,91.16527,87305,12.63731,6.702938,0.2313728,49.32593,184.992,13863.25,69.536,1995,1,0.114541,0.5727049,6,57,0,11.37716,0.0
1,6057,92.95192,89016,12.76512,6.490968,0.2460232,49.37764,182.468,13847.79,61.886,1996,2,0.2246787,0.1123394,6,57,0,11.39657,0.0
80,6059,2466.7,1947904,17.44,19.86,1.36,42.44,115.42,15960.23,48.6,1980,113,0.5801107,0.4106979,6,59,0,14.48226,0.0
160,6059,2538.34,2004480,16.81,20.24,1.42,42.59,116.39,16051.66,50.51,1981,96,0.4789272,0.798212,6,59,0,14.51089,0.0
84,6059,2590.54,2045696,16.16,20.55,1.48,42.66,115.92,15717.51,92.11,1982,83,0.4057299,0.4106182,6,59,0,14.53125,0.0
94,6059,2645.0,2088704,15.51,20.71,1.53,42.68,120.36,16027.94,94.28,1983,100,0.4787658,0.4500398,6,59,0,14.55205,0.0
94,6059,2688.12,2122752,14.9,20.79,1.58,42.72,113.4,16984.7,49.01,1984,102,0.4805083,0.4428214,6,59,0,14.56822,0.0
95,6059,2749.71,2171392,14.46,20.74,1.63,42.76,107.65,17503,46.4,1985,114,0.5250089,0.4375074,6,59,0,14.59088,0.0
101,6059,2822.33,2228736,14.12,20.55,1.67,42.81,108.65,18141.3,46.56,1986,109,0.4890665,0.4531717,6,59,0,14.61695,0.0
77,6059,2888.46,2280960,13.88,20.25,1.72,42.86,110,18344.47,35.2,1987,90,0.3945707,0.3375771,6,59,0,14.64011,0.0
96,6059,2953.94,2332672,13.65,19.99,1.76,42.87,117.59,18686.44,31.3,1988,123,0.5272923,0.4115452,6,59,0,14.66253,0.0
112,6059,3018.13,2383360,13.41,19.84,1.81,42.88,126.7,18730.47,29.05,1989,145,0.6083848,0.4699248,6,59,0,14.68402,0.0
116,6059,3055.09,2412544,13.23,19.42,1.83,42.74,140.18,18603.83,40.6,1990,149,0.6176053,0.4808202,6,59,0,14.69619,0.0
138,6059,3092.05,2441728,13.05,19.01,1.86,42.63,160.75,17821.52,62.39,1991,155,0.6347963,0.5651735,6,59,0,14.70822,0.0
104,6059,3132.24,2473472,12.88,18.6,1.88,42.48,185.38,17772.94,100.53,1992,173,0.6994217,0.4204616,6,59,0,14.72113,0.0
176,6059,3205.357,2531208,13.10682,17.96846,1.855873,50.44129,194.452,17999.61,99.648,1993,196,0.7743338,0.6953202,6,59,0,14.74421,0.0
134,6059,3246.946,2564050,13.24728,17.35465,1.850588,50.44578,202.5,17910.45,60.075,1994,171,0.6669137,0.5226107,6,59,0,14.7571,0.0
120,6059,3291.493,2599228,13.40044,16.81696,1.835122,50.44044,202.704,18194.16,45.92,1995,166,0.6386512,0.4616756,6,59,0,14.77073,0.0
106,6059,3339.183,2636888,13.55412,16.42535,1.827343,50.4508,201.608,18461.17,37.004,1996,111,0.4209508,0.401989,6,59,0,14.78511,0.0
6,6061,84.28,118368,17.48,15.22,0.36,42.47,229.63,13430.61,196.83,1980,9,0.7603406,0.5068938,6,61,0,11.68155,0.0
17,6061,87.18,122432,16.83,15.13,0.4,42.46,217.4,13056.31,211.91,1981,6,0.490068,1.388526,6,61,0,11.71531,0.0
5,6061,89.87,126208,16.14,15.02,0.43,42.36,212.17,12773.97,264.96,1982,1,0.0792343,0.3961714,6,61,0,11.74569,0.0
9,6061,91.52,128528,15.5,14.82,0.45,42.22,206.62,13393.05,227.68,1983,7,0.5446284,0.7002366,6,61,0,11.7639,0.0
4,6061,94.4,132576,14.88,14.58,0.48,42.1,192.2,13975.82,147.03,1984,10,0.7542843,0.3017137,6,61,0,11.79491,0.0
6,6061,97.38,136768,14.43,14.25,0.5,42.03,188.38,14553.82,73.31,1985,8,0.5849321,0.4386991,6,61,0,11.82604,0.0
12,6061,100.69,141408,14.07,13.86,0.53,41.95,187.16,15209.66,66.65,1986,8,0.5657389,0.8486083,6,61,0,11.8594,0.0
13,6061,104.93,147360,13.86,13.37,0.55,41.89,178.64,15233.68,53.68,1987,12,0.8143322,0.8821933,6,61,0,11.90063,0.0
11,6061,109.37,153600,13.7,12.95,0.57,41.82,177.66,15612.93,48.22,1988,11,0.7161458,0.7161458,6,61,0,11.94211,0.0
4,6061,115.82,162656,13.54,12.64,0.59,41.78,179.15,15947.13,40.35,1989,2,0.1229589,0.2459178,6,61,0,11.99939,0.0
4,6061,122.06,171424,13.4,12.18,0.61,41.66,182.31,16360.99,52.09,1990,10,0.5833489,0.2333396,6,61,0,12.0519,0.0
3,6061,128.33,180224,13.26,11.77,0.62,41.52,193.04,16337.37,81.47,1991,6,0.332919,0.1664595,6,61,0,12.10196,0.0
4,6061,135.0,189600,13.13,11.37,0.63,41.4,208.2,16332.69,130.48,1992,2,0.1054852,0.2109705,6,61,0,12.15267,0.0
14,6061,136.935,192313,13.31683,10.73614,0.6401023,49.59831,208.984,16528.42,121.792,1993,9,0.4679871,0.72798,6,61,0,12.16688,0.0
12,6061,141.6096,198878,13.42079,10.19469,0.6526614,49.61333,199.125,16812.22,73.575,1994,8,0.4022567,0.603385,6,61,0,12.20045,0.0
6,6061,146.8381,206221,13.58737,9.77398,0.6551224,49.63171,195.488,17250.83,60.352,1995,7,0.3394417,0.29095,6,61,0,12.2367,0.0
2,6061,151.8267,213227,13.72387,9.461278,0.6584532,49.66022,197.78,17592.85,52.316,1996,5,0.2344919,0.0937968,6,61,0,12.27011,0.0
2,6063,6.83,17448,15.55,15.4,0.94,43.26,213.84,11266.69,200.47,1980,2,1.146263,1.146263,6,63,0,9.76698,0.0
1,6063,6.97,17808,15.2,14.89,0.92,43.28,206.42,10909.73,180.07,1981,4,2.246181,0.5615454,6,63,0,9.787403,0.0
3,6063,7.12,18172,14.82,14.33,0.91,43.24,212.17,10332.4,221.49,1982,4,2.201189,1.650892,6,63,0,9.807637,0.0
0,6063,7.06,18020,14.4,13.68,0.88,43.11,219.66,11217.55,178.53,1983,0,0.0,0,6,63,0,9.799237,0.0
1,6063,7.11,18152,14.0,13.0,0.87,43.01,220.07,11599.27,135.5,1984,1,0.5509035,0.5509035,6,63,0,9.806536,0.0
1,6063,7.29,18608,13.72,12.24,0.87,42.93,237.57,11756.83,141.06,1985,0,0.0,0.5374033,6,63,0,9.831347,0.0
0,6063,7.32,18696,13.49,11.39,0.86,42.86,251.99,12294.45,127.82,1986,1,0.5348738,0,6,63,0,9.836065,0.0
2,6063,7.44,19012,13.41,10.54,0.84,42.83,265.76,12257.52,106.48,1987,0,0.0,1.051967,6,63,0,9.852825,0.0
1,6063,7.56,19312,13.33,9.72,0.78,42.71,271.57,12118.1,99.83,1988,1,0.5178128,0.5178128,6,63,0,9.868482,0.0
0,6063,7.6,19412,13.28,9.0,0.8,42.66,294.55,12549.66,92.8,1989,0,0.0,0,6,63,0,9.873647,0.0
3,6063,7.73,19744,13.21,8.5,0.79,42.56,289.55,12517.2,112.6,1990,2,1.012966,1.519449,6,63,0,9.890605,0.0
10,6063,7.86,20080,13.14,8.02,0.78,42.41,300.21,12376.7,139.46,1991,6,2.988048,4.98008,6,63,0,9.907479,0.0
1,6063,8.0,20432,13.1,7.58,0.78,42.36,308.02,12401.2,207.48,1992,1,0.4894283,0.4894283,6,63,0,9.924857,0.0
1,6063,8.134425,20775,13.23706,7.23947,0.7701564,49.86282,280.952,12849.06,220.748,1993,2,0.9626955,0.4813478,6,63,0,9.941505,0.0
3,6063,8.059247,20583,13.28766,6.845455,0.7773405,49.97814,280.8,12902.63,155.25,1994,0,0.0,1.457513,6,63,0,9.93222,0.0
1,6063,8.056898,20577,13.46163,6.526705,0.7727074,50.05589,308.976,12905.49,122.672,1995,1,0.4859795,0.4859795,6,63,0,9.93193,0.0
2,6063,8.064729,20597,13.53595,6.316454,0.7962325,50.10924,308.154,13262.74,112.926,1996,2,0.9710152,0.9710152,6,63,0,9.9329,0.0
72,6065,92.89,669568,16.06,16.47,4.8,41.09,272.16,12866.84,80.19,1980,93,1.388955,1.07532,6,65,0,13.41439,0.0
89,6065,96.16,693120,15.61,16.73,4.92,41.17,267.91,12804.88,77.96,1981,92,1.327332,1.284049,6,65,0,13.44896,0.0
77,6065,99.85,719744,15.13,16.92,5.04,41.18,254.61,12494.52,154.21,1982,63,0.8753112,1.069825,6,65,0,13.48665,0.0
75,6065,103.6,746752,14.68,17.01,5.13,41.15,248.74,12688.95,113.34,1983,76,1.017741,1.004349,6,65,0,13.52349,0.0
89,6065,108.64,783104,14.24,17.03,5.21,41.15,229.68,13114.77,70.15,1984,98,1.25143,1.136503,6,65,0,13.57102,0.0
102,6065,114.54,825600,13.99,16.95,5.28,41.12,219.94,13406.81,65.89,1985,77,0.932655,1.235465,6,65,0,13.62387,0.0
106,6065,120.84,871040,13.81,16.75,5.35,41.09,221.86,13901.34,63.91,1986,83,0.9528839,1.216936,6,65,0,13.67744,0.0
108,6065,129.01,929920,13.78,16.49,5.42,41.11,218.24,13733.27,50.16,1987,98,1.053854,1.16139,6,65,0,13.74285,0.0
97,6065,138.15,995840,13.78,16.24,5.5,41.1,217.42,13612.13,49.07,1988,82,0.8234255,0.9740521,6,65,0,13.81134,0.0
132,6065,150.44,1084416,13.81,16.08,5.58,41.08,221.92,13835.2,47.61,1989,115,1.060479,1.217245,6,65,0,13.89655,0.0
130,6065,160.92,1159936,13.73,15.68,5.63,40.94,225.2,13700.67,68.17,1990,121,1.043161,1.120752,6,65,0,13.96388,0.0
166,6065,171.43,1235712,13.65,15.32,5.68,40.79,245.89,13012.35,100.56,1991,159,1.286708,1.343355,6,65,0,14.02716,0.0
126,6065,182.69,1316864,13.58,14.98,5.73,40.66,268.09,12803.34,152.58,1992,128,0.9720062,0.9568186,6,65,0,14.09076,0.0
152,6065,184.1056,1327061,13.74066,14.36739,5.714884,50.2001,271.264,12895.42,152.932,1993,159,1.198136,1.145388,6,65,0,14.09848,0.0
151,6065,189.0482,1362688,13.85827,13.82796,5.716642,50.24224,278.775,12708.22,94.5,1994,156,1.144796,1.108104,6,65,0,14.12497,0.0
148,6065,193.1426,1392201,13.98634,13.41401,5.755419,50.35494,284.704,12671.3,73.472,1995,133,0.9553218,1.063065,6,65,0,14.1464,0.0
131,6065,196.642,1417425,14.13069,13.08902,5.758047,50.41106,290.29,12728.1,63.162,1996,111,0.7831102,0.9242111,6,65,0,14.16435,0.0
70,6067,815.83,787840,16.39,19.81,7.7,41.59,348.7,12866.84,91.13,1980,72,0.9138911,0.8885053,6,67,0,13.57705,0.0
79,6067,834.78,806144,15.88,19.89,7.91,41.59,360.14,12399.71,82.35,1981,81,1.004783,0.9799738,6,67,0,13.60002,0.0
84,6067,861.56,832000,15.35,19.9,8.13,41.49,353.97,12107.43,102.46,1982,81,0.9735577,1.009615,6,67,0,13.63159,0.0
82,6067,882.77,852480,14.8,19.77,8.33,41.37,353.06,12307.81,102.31,1983,76,0.8915165,0.9618994,6,67,0,13.6559,0.0
80,6067,900.4,869504,14.28,19.62,8.51,41.25,360.38,12866.83,69.19,1984,79,0.908564,0.9200647,6,67,0,13.67568,0.0
70,6067,922.66,891008,13.92,19.33,8.68,41.2,360.99,13493.12,72.38,1985,66,0.7407341,0.7856271,6,67,0,13.70011,0.0
102,6067,948.51,915968,13.63,18.92,8.84,41.11,372.5,14099.45,70.3,1986,107,1.168163,1.113576,6,67,0,13.72774,0.0
119,6067,982.05,948352,13.46,18.43,9.02,41.03,377.52,14189.12,58.08,1987,109,1.149362,1.254808,6,67,0,13.76248,0.0
93,6067,1013.99,979200,13.32,17.99,9.2,40.95,393.39,14206.03,53.3,1988,101,1.031454,0.9497549,6,67,0,13.79449,0.0
86,6067,1044.48,1008640,13.19,17.68,9.38,40.87,410.76,14405.75,46.81,1989,70,0.6940038,0.8526332,6,67,0,13.82411,0.0
